Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_WAVES,SQ_INSTS_VALU,SQ_INSTS_SALU,SQ_LDS_BANK_CONFLICT,FETCH_SIZE,WRITE_SIZE,TCC_HIT_sum,TCC_MISS_sum
10,"kernel_unified_attention_3d.kd",8,0,22,113434,113434,16384,256,16896,0,252,0,64,64,0x0,0x7f6613680e40,256,6016872,684512,3433216,89202.6875000000,388.5000000000,10041.0000000000,719978.0000000000
11,"reduce_segments.kd",8,0,23,113434,113434,6144,256,4096,0,32,0,32,64,0x0,0x7f661364c9c0,96,22752,9504,23232,389.9375000000,12.0000000000,822.0000000000,3360.0000000000
12,"__amd_rocclr_copyBuffer.kd",8,0,25,113434,113434,3328,256,0,0,16,0,32,64,0x0,0x7f6613a567c0,52,645,844,0,13.0625000000,12.0000000000,140.0000000000,305.0000000000
13,"kernel_unified_attention_3d.kd",8,0,26,113434,113434,16384,256,16896,0,248,0,64,64,0x0,0x7f6596b20e40,256,6070664,373280,3433216,89201.1875000000,388.5000000000,8342.0000000000,719954.0000000000
14,"reduce_segments.kd",8,0,27,113434,113434,6144,256,4096,0,32,0,32,64,0x0,0x7f661364c9c0,96,22752,9504,23232,389.9375000000,12.0000000000,761.0000000000,3360.0000000000
15,"void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>) [clone .kd]",8,0,29,113434,113434,768,256,0,0,16,0,16,64,0x0,0x7f63d2871cc0,12,180,156,0,12.8125000000,24.0000000000,27.0000000000,589.0000000000
16,"void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>) [clone .kd]",8,0,30,113434,113434,768,256,0,0,16,0,16,64,0x0,0x7f63d2871cc0,12,180,156,0,12.8125000000,24.0000000000,27.0000000000,589.0000000000
17,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>) [clone .kd]",8,0,31,113434,113434,1536,256,0,0,16,0,32,64,0x0,0x7f63cae64580,24,96,360,0,48.7500000000,24.0000000000,78.0000000000,781.0000000000
18,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",8,0,32,113434,113434,1536,256,0,0,8,0,16,64,0x0,0x7f63e4115c40,24,120,288,0,24.8125000000,24.0000000000,66.0000000000,590.0000000000
19,"void at::native::vectorized_elementwise_kernel<8, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, bool, at::native::(anonymous namespace)::CompareEqFunctor<c10::BFloat16> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, bool, at::native::(anonymous namespace)::CompareEqFunctor<c10::BFloat16> >, std::array<char*, 3ul>) [clone .kd]",8,0,33,113434,113434,512,256,0,0,32,0,32,64,0x0,0x7f63c9e71780,8,2032,396,0,29.4375000000,6.0000000000,16.0000000000,440.0000000000
20,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4, 4>) [clone .kd]",8,0,34,113434,113434,512,512,1024,20,24,0,80,64,0x0,0x7f63c9422a00,8,1481,1057,0,13.0000000000,2.1875000000,157.0000000000,165.0000000000
21,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",8,0,36,113434,113434,512,512,2560,48,28,0,80,64,0x0,0x7f63c901b240,8,1379,1048,0,28.5625000000,0.1562500000,3.0000000000,269.0000000000
